accuracy,loss,val_accuracy,val_loss,learning_rate
0.4630274772644043,1.2449523210525513,0.31707316637039185,1.339050054550171,0.0010000000474974513
0.5698800086975098,1.0037822723388672,0.4146341383457184,1.3326443433761597,0.0010000000474974513
0.6256291270256042,0.913680911064148,0.45644599199295044,1.1887625455856323,0.0010000000474974513
0.642276406288147,0.8363436460494995,0.47038328647613525,1.1405174732208252,0.0010000000474974513
0.6809911131858826,0.7623617649078369,0.47386759519577026,1.2015782594680786,0.0010000000474974513
0.6763453483581543,0.7525174617767334,0.4878048896789551,1.3405286073684692,0.0010000000474974513
0.711188554763794,0.6928161978721619,0.6794425249099731,0.8720980882644653,0.0010000000474974513
0.7220286726951599,0.6768116354942322,0.7560975551605225,0.5405333638191223,0.0010000000474974513
0.7212543487548828,0.6484979391098022,0.6341463327407837,1.477002739906311,0.0010000000474974513
0.7278358340263367,0.6635950803756714,0.5574913024902344,1.0877907276153564,0.0010000000474974513
0.7708091139793396,0.5760732293128967,0.7351916432380676,0.6533166170120239,0.0003000000142492354
0.7793263792991638,0.5368263125419617,0.7595818638801575,0.5797945857048035,0.0003000000142492354
0.7890050411224365,0.5347016453742981,0.8048780560493469,0.42787644267082214,0.0003000000142492354
0.7882307171821594,0.5197734832763672,0.8083623647689819,0.46346232295036316,0.0003000000142492354
0.8075881004333496,0.5001698732376099,0.7979093790054321,0.4779271185398102,0.0003000000142492354
0.8083623647689819,0.48153936862945557,0.8362369537353516,0.3832817077636719,0.0003000000142492354
0.809136688709259,0.48664018511772156,0.7142857313156128,0.807108461856842,0.0003000000142492354
0.809136688709259,0.4865281283855438,0.7386759519577026,0.5501158237457275,0.0003000000142492354
0.8130081295967102,0.46299058198928833,0.7700348496437073,0.593010425567627,9.000000136438757e-05
0.8246225118637085,0.4407270848751068,0.7247386574745178,0.7843592166900635,9.000000136438757e-05
