accuracy,loss,val_accuracy,val_loss,learning_rate
0.6531165242195129,0.8595813512802124,0.7386759519577026,0.6942726969718933,0.0010000000474974513
0.7750677466392517,0.5936931371688843,0.7665505409240723,0.5824576020240784,0.0010000000474974513
0.8246225118637085,0.49539104104042053,0.7874564528465271,0.5516692399978638,0.0010000000474974513
0.83042973279953,0.4690606892108917,0.7979093790054321,0.5271672010421753,0.0010000000474974513
0.841269850730896,0.4460428059101105,0.7142857313156128,0.7293184399604797,0.0010000000474974513
0.8505613803863525,0.4134711027145386,0.6202090382575989,1.3711878061294556,0.0010000000474974513
0.8617886304855347,0.3751104772090912,0.8118466734886169,0.4587467312812805,0.0003000000142492354
0.8683701157569885,0.3665403425693512,0.7804877758026123,0.558700442314148,0.0003000000142492354
0.8795973658561707,0.3295416831970215,0.8397212624549866,0.4239429235458374,0.0003000000142492354
0.8838559985160828,0.3228132426738739,0.8083623647689819,0.5933319330215454,0.0003000000142492354
0.8857917189598083,0.33712732791900635,0.7909407615661621,0.6148204803466797,0.0003000000142492354
0.8826945424079895,0.3226396441459656,0.8257839679718018,0.46094298362731934,9.000000136438757e-05
0.8939217925071716,0.3013540208339691,0.8466898798942566,0.42087504267692566,9.000000136438757e-05
0.8896631598472595,0.3049461841583252,0.8362369537353516,0.446545273065567,9.000000136438757e-05
0.8977932929992676,0.3054942190647125,0.8222996592521667,0.4902244806289673,9.000000136438757e-05
0.8974061012268066,0.2896701693534851,0.8292682766914368,0.4607893228530884,2.700000004551839e-05
0.8977932929992676,0.28928107023239136,0.8397212624549866,0.4354824125766754,2.700000004551839e-05
0.8946961164474487,0.2886844277381897,0.8327525854110718,0.4294787645339966,8.099999831756577e-06
